[2024-08-01 08:58:30] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0a2.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e419898e-BYQWQh.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0a2.php?simply_static_page=284
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0a2.php?simply_static_page=284
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0a2.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e419898e-BYQWQh.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0a2.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x031.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e419a840-k7QULE.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x031.php?simply_static_page=285
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x031.php?simply_static_page=285
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x031.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e419a840-k7QULE.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x031.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0be.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e419d213-zMYnkq.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0be.php?simply_static_page=286
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0be.php?simply_static_page=286
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0be.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e419d213-zMYnkq.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0be.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x088.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e419f17b-ndgZ8g.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x088.php?simply_static_page=287
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x088.php?simply_static_page=287
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x088.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e419f17b-ndgZ8g.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x088.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x081.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41a10bb-5Qstql.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x081.php?simply_static_page=288
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x081.php?simply_static_page=288
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x081.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41a10bb-5Qstql.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x081.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0c9.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41a2d18-LfkUnw.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0c9.php?simply_static_page=289
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0c9.php?simply_static_page=289
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0c9.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41a2d18-LfkUnw.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0c9.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x05e.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41a4a9f-9d9h8m.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x05e.php?simply_static_page=290
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x05e.php?simply_static_page=290
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x05e.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41a4a9f-9d9h8m.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x05e.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d3.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41a6215-mNVLGu.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d3.php?simply_static_page=291
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d3.php?simply_static_page=291
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d3.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41a6215-mNVLGu.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d3.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x010.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41a81f2-QtAVcY.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x010.php?simply_static_page=292
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x010.php?simply_static_page=292
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x010.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41a81f2-QtAVcY.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x010.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07e.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41a9d1a-zVoSV6.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07e.php?simply_static_page=293
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07e.php?simply_static_page=293
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07e.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41a9d1a-zVoSV6.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07e.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x072.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41acbcd-CapQ6w.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x072.php?simply_static_page=294
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x072.php?simply_static_page=294
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x072.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41acbcd-CapQ6w.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x072.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07f.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41aea02-FQwBjO.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07f.php?simply_static_page=295
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07f.php?simply_static_page=295
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07f.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41aea02-FQwBjO.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x07f.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d6.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41b1079-AohV0x.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d6.php?simply_static_page=296
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d6.php?simply_static_page=296
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d6.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41b1079-AohV0x.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x0d6.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:41] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x013.php
[2024-08-01 08:58:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 828
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e41b2c84-xG2ZYB.tmp
[2024-08-01 08:58:41] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x013.php?simply_static_page=297
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x013.php?simply_static_page=297
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x013.php
[2024-08-01 08:58:41] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e41b2c84-xG2ZYB.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/voku/portable-ascii/src/voku/helper/data/x013.php
[2024-08-01 08:58:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
